#, instance, dim, nVertices, nFaces, orientable, genus, index, q, QQLvTime, QQLvMemory, QQLvTrials, QQLvTimeA, QQLvMemoryA, QQLvTimeB, QQLvMemory, QQLvmaxLenBefore, QQLvmaxDegBefore, QQLvmaxLenAfter, QQLvmaxDegAfter, F2LvTime, F2LvMemory, F2LvTrials, F2LvTimeA, F2LvMemoryA, F2LvTimeB, F2LvMemory, F2LvmaxLenBefore, F2LvmaxDegBefore, F2LvmaxLenAfter, F2LvmaxDegAfter, F4LvTime, F4LvMemory, F4LvTrials, F4LvTimeA, F4LvMemoryA, F4LvTimeB, F4LvMemory, F4LvmaxLenBefore, F4LvmaxDegBefore, F4LvmaxLenAfter, F4LvmaxDegAfter, F3LvTime, F3LvMemory, F3LvTrials, F3LvTimeA, F3LvMemoryA, F3LvTimeB, F3LvMemory, F3LvmaxLenBefore, F3LvmaxDegBefore, F3LvmaxLenAfter, F3LvmaxDegAfter, F9LvTime, F9LvMemory, F9LvTrials, F9LvTimeA, F9LvMemoryA, F9LvTimeB, F9LvMemory, F9LvmaxLenBefore, F9LvmaxDegBefore, F9LvmaxLenAfter, F9LvmaxDegAfter, F5LvTime, F5LvMemory, F5LvTrials, F5LvTimeA, F5LvMemoryA, F5LvTimeB, F5LvMemory, F5LvmaxLenBefore, F5LvmaxDegBefore, F5LvmaxLenAfter, F5LvmaxDegAfter, F25LvTime, F25LvMemory, F25LvTrials, F25LvTimeA, F25LvMemoryA, F25LvTimeB, F25LvMemory, F25LvmaxLenBefore, F25LvmaxDegBefore, F25LvmaxLenAfter, F25LvmaxDegAfter, F7919LvTime, F7919LvMemory, F7919LvTrials, F7919LvTimeA, F7919LvMemoryA, F7919LvTimeB, F7919LvMemory, F7919LvmaxLenBefore, F7919LvmaxDegBefore, F7919LvmaxLenAfter, F7919LvmaxDegAfter, F62710561LvTime, F62710561LvMemory, F62710561LvTrials, F62710561LvTimeA, F62710561LvMemoryA, F62710561LvTimeB, F62710561LvMemory, F62710561LvmaxLenBefore, F62710561LvmaxDegBefore, F62710561LvmaxLenAfter, F62710561LvmaxDegAfter
22, 22_manifold_lex_d2_n8_o0_g1_10.mrdi, 2, 8, 14, 0, 1, 10, 2, 0.128168319, 14730520, 1, 0.000869562, 3021616, 0.062462751, 3998816, n/a, n/a, n/a, n/a, 5.087316431, 4163841656, 44, 0.082207161, 121082288, 3.737856795, 3933561664, 6, 3, 7268, 18, 6.569594435, 5487579088, 1, 1.464779389, 1428819048, 3.626109337, 3929224248, 6, 3, 7268, 18, 1.419360298, 234277352, 107, 0.061467954, 121064080, 0.060353893, 3998640, n/a, n/a, n/a, n/a, 3.022646892, 1571817208, 4, 1.47417251, 1437039608, 0.058898461, 3998640, n/a, n/a, n/a, n/a, 1.397563111, 234277896, 19, 0.080108138, 121081008, 0.060250897, 3998640, n/a, n/a, n/a, n/a, 3.011424803, 1575826552, 3, 1.473500882, 1440262376, 0.059229209, 3998640, n/a, n/a, n/a, n/a, 1.42161213, 234285352, 1, 0.060525923, 121072080, 0.061349128, 3998640, n/a, n/a, n/a, n/a, 4.876392114, 2922567544, 1, 3.31754432, 2774220192, 0.05603267, 3998640, n/a, n/a, n/a, n/a
23, 23_manifold_lex_d2_n8_o0_g1_11.mrdi, 2, 8, 21, 0, 1, 11, 1, 0.178823541, 15090504, 1, 0.000247103, 1034096, 0.116997317, 6346512, n/a, n/a, n/a, n/a, 1.432882895, 199310104, 6, 0.049089458, 83766064, 0.11654618, 6346336, n/a, n/a, n/a, n/a, 2.232805572, 777075928, 1, 0.615406801, 639993032, 0.114824599, 6346336, n/a, n/a, n/a, n/a, 1.4298487, 192249048, 2, 0.046622367, 76705008, 0.117386908, 6346336, n/a, n/a, n/a, n/a, 2.268803126, 782255936, 1, 0.68902577, 645147376, 0.118798868, 6346336, n/a, n/a, n/a, n/a, 1.4246172, 192250680, 1, 0.046706265, 76706640, 0.1154111, 6346336, n/a, n/a, n/a, n/a, 2.260546299, 784914064, 1, 0.634658005, 646016912, 0.116503119, 6346336, n/a, n/a, n/a, n/a, 1.428720873, 192249048, 1, 0.04716702, 76705008, 0.115577292, 6346336, n/a, n/a, n/a, n/a, 2.980439956, 1318395624, 1, 1.353100357, 1167749040, 0.109746187, 6346336, n/a, n/a, n/a, n/a
23, 23_manifold_lex_d2_n8_o0_g1_11.mrdi, 2, 8, 14, 0, 1, 11, 2, 0.122650608, 14730504, 1, 0.000712337, 3021792, 0.060071531, 3998816, n/a, n/a, n/a, n/a, 3.829252545, 3119869472, 33, 0.08317248, 121082432, 2.468959046, 2889589336, 6, 3, 3414, 16, 5.340982051, 4446140776, 1, 1.446152781, 1426981488, 2.437546588, 2889630792, 6, 3, 3414, 16, 1.408940967, 234280056, 107, 0.061175733, 121066784, 0.059283692, 3998640, n/a, n/a, n/a, n/a, 3.005314725, 1569429760, 4, 1.465675394, 1434751088, 0.06053996, 3998656, n/a, n/a, n/a, n/a, 1.40874542, 234284744, 19, 0.062535194, 121071472, 0.060519361, 3998640, n/a, n/a, n/a, n/a, 2.997687208, 1573831408, 3, 1.433496166, 1436891568, 0.058226317, 3998640, n/a, n/a, n/a, n/a, 1.406810248, 234277832, 1, 0.082641764, 121081488, 0.060708736, 3998640, n/a, n/a, n/a, n/a, 4.943012507, 2917504680, 1, 3.368406305, 2769094800, 0.056546845, 3998640, n/a, n/a, n/a, n/a
24, 24_manifold_lex_d2_n8_o0_g1_12.mrdi, 2, 8, 21, 0, 1, 12, 1, 0.180857889, 15090504, 1, 0.000273193, 1034096, 0.118278652, 6346512, n/a, n/a, n/a, n/a, 1.43569924, 199314008, 4, 0.050217044, 83769968, 0.117047782, 6346336, n/a, n/a, n/a, n/a, 2.23187263, 778138680, 1, 0.663220926, 642261448, 0.115519292, 6346336, n/a, n/a, n/a, n/a, 1.448819326, 192249048, 8, 0.02314935, 76688080, 0.115891402, 6346336, n/a, n/a, n/a, n/a, 2.278045465, 783928832, 1, 0.638840846, 646851984, 0.182660873, 6346912, n/a, n/a, n/a, n/a, 1.429277437, 192249592, 2, 0.047713415, 76705008, 0.115543037, 6346336, n/a, n/a, n/a, n/a, 2.244347465, 786689976, 1, 0.671141993, 648799032, 0.115167292, 6346336, n/a, n/a, n/a, n/a, 1.429801593, 192249048, 1, 0.047767033, 76705008, 0.11513303, 6346336, n/a, n/a, n/a, n/a, 3.013356621, 1324626072, 1, 1.382480136, 1173903888, 0.113749244, 6346336, n/a, n/a, n/a, n/a
24, 24_manifold_lex_d2_n8_o0_g1_12.mrdi, 2, 8, 14, 0, 1, 12, 2, 0.122309971, 14730640, 1, 0.000823666, 3021928, 0.059698626, 3998816, n/a, n/a, n/a, n/a, 14.803177913, 5972013344, 88, 0.082682545, 121081008, 13.444068641, 5741734632, 6, 3, 18990, 20, 16.317718911, 7308388472, 1, 1.424471709, 1429736832, 13.429052007, 5749049624, 6, 3, 18990, 20, 1.41248476, 234285176, 19, 0.081339504, 121088832, 0.059960268, 3998640, n/a, n/a, n/a, n/a, 2.958505964, 1573202080, 3, 1.436022518, 1438405888, 0.05855507, 3998640, n/a, n/a, n/a, n/a, 1.412958941, 234277544, 19, 0.082386719, 121081008, 0.060116862, 3998640, n/a, n/a, n/a, n/a, 2.974693696, 1577852080, 3, 1.422107682, 1440906576, 0.058953478, 3998640, n/a, n/a, n/a, n/a, 1.411922936, 234277768, 1, 0.083311515, 121081424, 0.060752645, 3998640, n/a, n/a, n/a, n/a, 4.970449666, 2927724632, 1, 3.388217439, 2779330608, 0.056907719, 3998640, n/a, n/a, n/a, n/a
25, 25_manifold_lex_d2_n8_o0_g1_13.mrdi, 2, 8, 21, 0, 1, 13, 1, 0.18063543, 15089992, 1, 0.000269907, 1033568, 0.118528814, 6346528, n/a, n/a, n/a, n/a, 1.441940075, 199316536, 1, 0.061717907, 83772496, 0.117320276, 6346336, n/a, n/a, n/a, n/a, 2.239110146, 778925048, 1, 0.671819242, 643024136, 0.113675765, 6346336, n/a, n/a, n/a, n/a, 1.430313724, 192249048, 6, 0.045928492, 76705008, 0.116765204, 6346336, n/a, n/a, n/a, n/a, 2.253921184, 784813488, 1, 0.684970766, 647771008, 0.117002219, 6346336, n/a, n/a, n/a, n/a, 1.431242698, 192254088, 2, 0.047074984, 76710048, 0.11742343, 6346336, n/a, n/a, n/a, n/a, 2.24261805, 788087400, 1, 0.620891397, 648837064, 0.114787883, 6346336, n/a, n/a, n/a, n/a, 1.433128617, 192249592, 1, 0.047151187, 76705008, 0.116136574, 6346336, n/a, n/a, n/a, n/a, 2.989218988, 1328793064, 1, 1.367972057, 1178053040, 0.109136546, 6346336, n/a, n/a, n/a, n/a
25, 25_manifold_lex_d2_n8_o0_g1_13.mrdi, 2, 8, 14, 0, 1, 13, 2, 0.124034116, 14731696, 1, 0.000870544, 3022984, 0.06038262, 3998816, n/a, n/a, n/a, n/a, 669.160554544, 28246755016, 68, 0.082827838, 121081008, 667.806925508, 28016475760, 6, 3, 29282, 19, 670.760460199, 29590049816, 1, 1.373596338, 1430706472, 667.92790806, 28029781488, 6, 3, 29282, 19, 1.423379861, 234277896, 19, 0.089999349, 121081008, 0.060842815, 3998640, n/a, n/a, n/a, n/a, 2.907908065, 1574667192, 3, 1.357805212, 1438552120, 0.059861329, 3998640, n/a, n/a, n/a, n/a, 1.426372332, 234277352, 19, 0.071055021, 121064080, 0.063322075, 3998640, n/a, n/a, n/a, n/a, 2.920673837, 1578471528, 3, 1.408521153, 1442919032, 0.059026963, 3998640, n/a, n/a, n/a, n/a, 1.417276348, 234277896, 1, 0.082366895, 121081008, 0.060765736, 3998640, n/a, n/a, n/a, n/a, 4.959440935, 2936632920, 1, 3.391459101, 2788225328, 0.056204244, 3998640, n/a, n/a, n/a, n/a
26, 26_manifold_lex_d2_n8_o0_g1_14.mrdi, 2, 8, 21, 0, 1, 14, 1, 0.180345876, 15089912, 1, 0.000260299, 1033488, 0.118768285, 6346528, n/a, n/a, n/a, n/a, 1.447802289, 199309496, 4, 0.062758978, 83765456, 0.119430018, 6346336, n/a, n/a, n/a, n/a, 2.237455886, 778579896, 1, 0.627743758, 641521224, 0.11433863, 6346336, n/a, n/a, n/a, n/a, 1.429346885, 192249048, 2, 0.04694934, 76705008, 0.117694269, 6346336, n/a, n/a, n/a, n/a, 2.268561656, 784196064, 2, 0.695957856, 647094800, 0.114854669, 6346336, n/a, n/a, n/a, n/a, 1.43291302, 192249432, 2, 0.047664674, 76705008, 0.117984905, 6346336, n/a, n/a, n/a, n/a, 2.226563119, 787174432, 1, 0.617104878, 648108976, 0.114301501, 6346336, n/a, n/a, n/a, n/a, 1.435215803, 192249048, 1, 0.047537275, 76705008, 0.117206524, 6346336, n/a, n/a, n/a, n/a, 2.992935533, 1326563848, 1, 1.362302253, 1175829152, 0.10919248, 6346336, n/a, n/a, n/a, n/a
26, 26_manifold_lex_d2_n8_o0_g1_14.mrdi, 2, 8, 14, 0, 1, 14, 2, 0.120934652, 14730072, 1, 0.000827914, 3021360, 0.058877141, 3998816, n/a, n/a, n/a, n/a, 39.760351335, 8233311880, 45, 0.082223943, 121064080, 38.411218633, 8003050096, 6, 3, 13576, 19, 41.238407514, 9569430960, 1, 1.452101489, 1429818712, 38.332215403, 8010053816, 6, 3, 13576, 19, 1.413168431, 234277352, 19, 0.087300952, 121081008, 0.0608071, 3998640, n/a, n/a, n/a, n/a, 2.921150755, 1573664792, 3, 1.353468189, 1437517656, 0.058025429, 3998640, n/a, n/a, n/a, n/a, 1.415777778, 234277352, 19, 0.088633102, 121081008, 0.060551931, 3998640, n/a, n/a, n/a, n/a, 2.985091234, 1577404032, 3, 1.463362282, 1441863424, 0.060398122, 3998640, n/a, n/a, n/a, n/a, 1.414853433, 234277352, 1, 0.081926726, 121081008, 0.060356123, 3998640, n/a, n/a, n/a, n/a, 4.950170773, 2931291256, 1, 3.374491471, 2782997664, 0.056078736, 3998640, n/a, n/a, n/a, n/a
27, 27_manifold_lex_d2_n8_o0_g1_15.mrdi, 2, 8, 21, 0, 1, 15, 1, 0.182457136, 15090360, 1, 0.00026641, 1033936, 0.116453053, 6346528, n/a, n/a, n/a, n/a, 1.44853251, 199315000, 4, 0.06284233, 83770416, 0.117408606, 6346336, n/a, n/a, n/a, n/a, 2.26377066, 777160168, 1, 0.62870668, 640156536, 0.115251065, 6346336, n/a, n/a, n/a, n/a, 1.430004464, 192250232, 2, 0.046053763, 76706192, 0.116879883, 6346336, n/a, n/a, n/a, n/a, 2.25666903, 782401144, 1, 0.681529128, 645373928, 0.117057086, 6346336, n/a, n/a, n/a, n/a, 1.442862829, 192249048, 2, 0.04689951, 76705008, 0.117401161, 6346336, n/a, n/a, n/a, n/a, 2.256293246, 785049144, 1, 0.682060465, 647232296, 0.117537508, 6346336, n/a, n/a, n/a, n/a, 1.428548321, 192249784, 1, 0.047348654, 76705008, 0.116584158, 6346336, n/a, n/a, n/a, n/a, 2.980190678, 1320604440, 1, 1.358005242, 1169863840, 0.109591303, 6346336, n/a, n/a, n/a, n/a
27, 27_manifold_lex_d2_n8_o0_g1_15.mrdi, 2, 8, 14, 0, 1, 15, 2, 0.121679532, 14730152, 1, 0.000801104, 3021440, 0.059438756, 3998816, n/a, n/a, n/a, n/a, 4.156242695, 2876943680, 45, 0.082616651, 121081008, 2.809017377, 2646664968, 6, 3, 7132, 16, 5.720521491, 4205811144, 1, 1.390844551, 1426181392, 2.828341367, 2648682184, 6, 3, 7132, 16, 1.418922342, 234277352, 19, 0.060808197, 121064080, 0.060532279, 3998640, n/a, n/a, n/a, n/a, 3.024606667, 1569676576, 6, 1.472458269, 1434921328, 0.060031279, 3998640, n/a, n/a, n/a, n/a, 1.40951749, 234280888, 19, 0.062367003, 121067616, 0.060535304, 3998640, n/a, n/a, n/a, n/a, 2.991405829, 1573570392, 3, 1.454126931, 1438011656, 0.058714377, 3998640, n/a, n/a, n/a, n/a, 1.419136063, 234282104, 1, 0.060516511, 121068832, 0.05993472, 3998640, n/a, n/a, n/a, n/a, 4.988414608, 2918877656, 1, 3.416425594, 2770485856, 0.057968159, 3998704, n/a, n/a, n/a, n/a
28, 28_manifold_lex_d2_n8_o0_g1_16.mrdi, 2, 8, 21, 0, 1, 16, 1, 0.178736275, 15089848, 1, 0.000257083, 1033424, 0.116417951, 6346528, n/a, n/a, n/a, n/a, 1.452036769, 199313784, 1, 0.062862285, 83769744, 0.117569492, 6346336, n/a, n/a, n/a, n/a, 2.258423599, 777617368, 2, 0.689161574, 641710904, 0.115708809, 6346336, n/a, n/a, n/a, n/a, 1.444693777, 192249048, 1, 0.023101333, 76688080, 0.115807816, 6346336, n/a, n/a, n/a, n/a, 2.233205283, 783207296, 1, 0.665800484, 646188704, 0.115841659, 6346336, n/a, n/a, n/a, n/a, 1.435254979, 192249048, 3, 0.046657638, 76705008, 0.120309375, 6346336, n/a, n/a, n/a, n/a, 2.283823906, 786042968, 1, 0.695832163, 648151752, 0.117653831, 6346336, n/a, n/a, n/a, n/a, 1.43318313, 192249048, 1, 0.04770281, 76705008, 0.117502768, 6346336, n/a, n/a, n/a, n/a, 2.992749337, 1322602536, 1, 1.359858608, 1171910240, 0.11351393, 6346336, n/a, n/a, n/a, n/a
28, 28_manifold_lex_d2_n8_o0_g1_16.mrdi, 2, 8, 14, 0, 1, 16, 2, 0.122732333, 14730368, 1, 0.000815631, 3021640, 0.059714056, 3998832, n/a, n/a, n/a, n/a, 65.098305016, 13049219336, 62, 0.081259017, 121088160, 63.739274162, 12818933472, 6, 3, 14366, 17, 66.609351041, 14376093976, 7, 1.379225638, 1428380128, 63.771056925, 12818132328, 6, 3, 14366, 17, 1.40207253, 234268360, 23, 0.079532417, 121072016, 0.060708566, 3998640, n/a, n/a, n/a, n/a, 2.95156577, 1571508632, 3, 1.396042653, 1436775544, 0.058960164, 3998640, n/a, n/a, n/a, n/a, 1.408992909, 234277544, 19, 0.087996764, 121081008, 0.060748101, 3998640, n/a, n/a, n/a, n/a, 2.961280574, 1576132056, 3, 1.397155191, 1439188056, 0.058326245, 3998640, n/a, n/a, n/a, n/a, 1.414137285, 234277352, 1, 0.08270354, 121081008, 0.060890497, 3998640, n/a, n/a, n/a, n/a, 4.942192949, 2925416296, 1, 3.374330703, 2777021600, 0.056187791, 3998640, n/a, n/a, n/a, n/a
29, 29_manifold_lex_d2_n8_o0_g2_01.mrdi, 2, 8, 24, 0, 2, 01, 1, 0.207335316, 16410752, 1, 0.000262613, 1180464, 0.146189899, 7520392, n/a, n/a, n/a, n/a, 1.472789649, 211885120, 8, 0.053194632, 95165312, 0.147859581, 7520200, n/a, n/a, n/a, n/a, 2.384192411, 880493032, 1, 0.775081345, 743482784, 0.141609165, 7520200, n/a, n/a, n/a, n/a, 1.52343796, 203819968, 3, 0.048936274, 87085136, 0.149242308, 7520200, n/a, n/a, n/a, n/a, 2.413010372, 887520448, 1, 0.684610956, 747846856, 0.216173931, 7520824, n/a, n/a, n/a, n/a, 1.468051957, 203815456, 2, 0.0501066, 87097008, 0.14742595, 7520200, n/a, n/a, n/a, n/a, 2.343241366, 890321152, 1, 0.701413999, 749991560, 0.144617612, 7520200, n/a, n/a, n/a, n/a, 1.472372488, 203814912, 1, 0.049687876, 87097008, 0.147858978, 7520200, n/a, n/a, n/a, n/a, 3.190756241, 1498194480, 1, 1.542326253, 1346267344, 0.135737298, 7520200, n/a, n/a, n/a, n/a
29, 29_manifold_lex_d2_n8_o0_g2_01.mrdi, 2, 8, 16, 0, 2, 01, 2, 0.140193087, 15826696, 1, 0.001033298, 3452528, 0.073836941, 4664272, n/a, n/a, n/a, n/a, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, 1.451843737, 250718808, 19, 0.093579649, 136857008, 0.075560427, 4664096, n/a, n/a, n/a, n/a, 3.249053592, 1774989840, 3, 1.620450232, 1639569920, 0.075594552, 4664096, n/a, n/a, n/a, n/a, 1.47598064, 250719192, 19, 0.072283903, 136840080, 0.07578809, 4664096, n/a, n/a, n/a, n/a, 3.23124787, 1779503600, 3, 1.64379861, 1643269184, 0.074596083, 4664096, n/a, n/a, n/a, n/a, 1.433980919, 250720312, 1, 0.090889851, 136858320, 0.074112455, 4664096, n/a, n/a, n/a, n/a, 5.413526089, 3319756424, 1, 3.838806222, 3170839776, 0.069279618, 4664096, n/a, n/a, n/a, n/a
30, 30_manifold_lex_d2_n8_o0_g2_02.mrdi, 2, 8, 24, 0, 2, 02, 1, 0.212324745, 16411456, 1, 0.000272772, 1181168, 0.149168223, 7520392, n/a, n/a, n/a, n/a, 1.497996885, 211882928, 1, 0.066986493, 95165024, 0.150408131, 7520200, n/a, n/a, n/a, n/a, 2.420744009, 881513080, 1, 0.724541046, 743108832, 0.150331537, 7520200, n/a, n/a, n/a, n/a, 1.4961444, 203821984, 2, 0.041093458, 87087136, 0.147906591, 7520216, n/a, n/a, n/a, n/a, 2.373191339, 887751744, 1, 0.771583635, 749550968, 0.144499405, 7520200, n/a, n/a, n/a, n/a, 1.49450273, 203815456, 2, 0.062329401, 87097008, 0.150851795, 7520200, n/a, n/a, n/a, n/a, 2.403260443, 890848552, 1, 0.780943406, 751782064, 0.145610279, 7520200, n/a, n/a, n/a, n/a, 1.479668396, 203815728, 1, 0.049214173, 87097008, 0.163408036, 7520824, n/a, n/a, n/a, n/a, 3.201019423, 1498999296, 1, 1.538214035, 1347191408, 0.13910202, 7520200, n/a, n/a, n/a, n/a
30, 30_manifold_lex_d2_n8_o0_g2_02.mrdi, 2, 8, 16, 0, 2, 02, 2, 0.136858499, 15825000, 1, 0.001004054, 3450832, 0.074245212, 4664272, n/a, n/a, n/a, n/a, 1365.175485544, 57008810440, 1, 0.088294123, 136857008, 1363.811413939, 56762755728, 6, 3, 91846, 21, 1364.036980477, 58531290240, 18, 1.617776945, 1631467864, 1360.956342364, 56770230952, 6, 3, 91846, 21, 1.430252828, 250718808, 23, 0.093024457, 136857008, 0.074676174, 4664096, n/a, n/a, n/a, n/a, 3.115354853, 1776717552, 3, 1.584525844, 1641288992, 0.072032484, 4664096, n/a, n/a, n/a, n/a, 1.426617209, 250719352, 19, 0.095473356, 136857008, 0.07550874, 4664096, n/a, n/a, n/a, n/a, 3.092136489, 1781590816, 3, 1.511860491, 1644229024, 0.071072762, 4664096, n/a, n/a, n/a, n/a, 1.431106505, 250718808, 1, 0.087733537, 136857008, 0.073455145, 4664096, n/a, n/a, n/a, n/a, 5.391786605, 3324221864, 1, 3.808592224, 3175259312, 0.067774814, 4664096, n/a, n/a, n/a, n/a
31, 31_manifold_lex_d2_n8_o0_g2_03.mrdi, 2, 8, 24, 0, 2, 03, 1, 0.207209515, 16410352, 1, 0.000281939, 1180064, 0.145927708, 7520392, n/a, n/a, n/a, n/a, 1.489799682, 211883472, 1, 0.043303695, 95148096, 0.146357804, 7520200, n/a, n/a, n/a, n/a, 2.35745521, 881556080, 1, 0.710825962, 743299560, 0.144847595, 7520200, n/a, n/a, n/a, n/a, 1.483812841, 203814912, 2, 0.041921424, 87080080, 0.146062244, 7520200, n/a, n/a, n/a, n/a, 2.388547962, 888034880, 1, 0.782671475, 749760584, 0.144977327, 7520200, n/a, n/a, n/a, n/a, 1.472751132, 203814912, 2, 0.062415405, 87097008, 0.145832563, 7520200, n/a, n/a, n/a, n/a, 2.347438914, 891528576, 2, 0.701922858, 751069624, 0.14403104, 7520200, n/a, n/a, n/a, n/a, 1.486880615, 203814912, 1, 0.063703356, 87097008, 0.150241384, 7520200, n/a, n/a, n/a, n/a, 3.205284526, 1501066880, 1, 1.555281337, 1349152464, 0.137547755, 7520200, n/a, n/a, n/a, n/a
31, 31_manifold_lex_d2_n8_o0_g2_03.mrdi, 2, 8, 16, 0, 2, 03, 2, 0.137510956, 15824888, 1, 0.001066412, 3450720, 0.075036656, 4664272, n/a, n/a, n/a, n/a, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, 1.437538887, 250719640, 19, 0.094400309, 136857840, 0.075254392, 4664096, n/a, n/a, n/a, n/a, 3.248028574, 1776672832, 3, 1.622323073, 1641253552, 0.075943472, 4664096, n/a, n/a, n/a, n/a, 1.442033383, 250718808, 34, 0.095241837, 136857008, 0.075482117, 4664096, n/a, n/a, n/a, n/a, 3.21379753, 1781263280, 3, 1.650703686, 1645013616, 0.073882995, 4664096, n/a, n/a, n/a, n/a, 1.433624234, 250718808, 1, 0.088149651, 136857008, 0.07419018, 4664096, n/a, n/a, n/a, n/a, 5.522319274, 3326594488, 1, 3.955830476, 3178888320, 0.068793709, 4664096, n/a, n/a, n/a, n/a
32, 32_manifold_lex_d2_n8_o0_g2_04.mrdi, 2, 8, 24, 0, 2, 04, 1, 0.207763434, 16410160, 1, 0.000290876, 1179872, 0.146244329, 7520392, n/a, n/a, n/a, n/a, 1.502438046, 211888576, 1, 0.067203364, 95170672, 0.153556086, 7520200, n/a, n/a, n/a, n/a, 2.342973747, 882011624, 2, 0.700697614, 743750256, 0.144411731, 7520200, n/a, n/a, n/a, n/a, 1.495091105, 203822912, 2, 0.041020784, 87088080, 0.147354605, 7520200, n/a, n/a, n/a, n/a, 2.395241354, 888621048, 1, 0.781912431, 750348016, 0.144469489, 7520200, n/a, n/a, n/a, n/a, 1.500240462, 203817136, 2, 0.050780354, 87098608, 0.16713854, 7520824, n/a, n/a, n/a, n/a, 2.411318004, 891714984, 1, 0.786031137, 752651536, 0.145543843, 7520200, n/a, n/a, n/a, n/a, 1.485308451, 203814912, 1, 0.063452553, 87097008, 0.150009716, 7520200, n/a, n/a, n/a, n/a, 3.353233339, 1505120160, 1, 1.691273852, 1354493424, 0.14678951, 7520200, n/a, n/a, n/a, n/a
32, 32_manifold_lex_d2_n8_o0_g2_04.mrdi, 2, 8, 16, 0, 2, 04, 2, 0.14048107, 15824576, 1, 0.001047747, 3450408, 0.075551988, 4664272, n/a, n/a, n/a, n/a, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, 1.410982302, 250718808, 47, 0.091742803, 136857008, 0.072847745, 4664096, n/a, n/a, n/a, n/a, 3.195616573, 1777012496, 3, 1.60657853, 1641592064, 0.074572043, 4664096, n/a, n/a, n/a, n/a, 1.4226602, 250720088, 19, 0.093308233, 136858096, 0.072614507, 4664096, n/a, n/a, n/a, n/a, 3.241697299, 1781576656, 4, 1.621137801, 1645343776, 0.117461264, 4664592, n/a, n/a, n/a, n/a, 1.448142252, 250703272, 1, 0.090209123, 136841472, 0.074340207, 4664096, n/a, n/a, n/a, n/a, 5.473481723, 3330670536, 1, 3.91894107, 3182930096, 0.072689978, 4664096, n/a, n/a, n/a, n/a
33, 33_manifold_lex_d2_n8_o0_g2_05.mrdi, 2, 8, 24, 0, 2, 05, 1, 0.210454165, 16410384, 1, 0.000307598, 1180096, 0.147973015, 7520392, n/a, n/a, n/a, n/a, 1.492978077, 211890176, 1, 0.065536391, 95172272, 0.14845829, 7520200, n/a, n/a, n/a, n/a, 2.404639292, 881482656, 1, 0.717419106, 743164696, 0.149036516, 7520200, n/a, n/a, n/a, n/a, 1.482716183, 203815456, 1, 0.062608464, 87097008, 0.148472226, 7520200, n/a, n/a, n/a, n/a, 2.401407765, 888238120, 1, 0.728548997, 748673648, 0.144827046, 7520200, n/a, n/a, n/a, n/a, 1.476095274, 203814912, 3, 0.050914462, 87097008, 0.146835396, 7520200, n/a, n/a, n/a, n/a, 2.429978056, 890952368, 1, 0.786364563, 751889528, 0.148543894, 7520200, n/a, n/a, n/a, n/a, 1.48598642, 203814912, 1, 0.049993023, 87097008, 0.147384066, 7520200, n/a, n/a, n/a, n/a, 3.256032397, 1499608528, 1, 1.569822314, 1347847920, 0.142488538, 7520200, n/a, n/a, n/a, n/a
33, 33_manifold_lex_d2_n8_o0_g2_05.mrdi, 2, 8, 16, 0, 2, 05, 2, 0.136492283, 15824864, 1, 0.000996129, 3450680, 0.073624065, 4664288, n/a, n/a, n/a, n/a, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, 1.451140573, 250718808, 107, 0.073530506, 136840080, 0.075230217, 4664096, n/a, n/a, n/a, n/a, 3.257163131, 1776830112, 3, 1.644338106, 1641382976, 0.07493873, 4664096, n/a, n/a, n/a, n/a, 1.435811701, 250719992, 19, 0.092390948, 136857632, 0.075346395, 4664112, n/a, n/a, n/a, n/a, 3.20798048, 1781605520, 3, 1.635086871, 1645375216, 0.077141207, 4664096, n/a, n/a, n/a, n/a, 1.436757513, 250720536, 1, 0.090202172, 136858544, 0.07439356, 4664096, n/a, n/a, n/a, n/a, 5.449907075, 3327179688, 1, 3.908313484, 3179473792, 0.06853305, 4664096, n/a, n/a, n/a, n/a
