#, instance, dim, nVertices, nFaces, orientable, genus, index, q, QQLvTime, QQLvMemory, QQLvTrials, QQLvTimeA, QQLvMemoryA, QQLvTimeB, QQLvMemory, QQLvmaxLenBefore, QQLvmaxDegBefore, QQLvmaxLenAfter, QQLvmaxDegAfter, F2LvTime, F2LvMemory, F2LvTrials, F2LvTimeA, F2LvMemoryA, F2LvTimeB, F2LvMemory, F2LvmaxLenBefore, F2LvmaxDegBefore, F2LvmaxLenAfter, F2LvmaxDegAfter, F4LvTime, F4LvMemory, F4LvTrials, F4LvTimeA, F4LvMemoryA, F4LvTimeB, F4LvMemory, F4LvmaxLenBefore, F4LvmaxDegBefore, F4LvmaxLenAfter, F4LvmaxDegAfter, F3LvTime, F3LvMemory, F3LvTrials, F3LvTimeA, F3LvMemoryA, F3LvTimeB, F3LvMemory, F3LvmaxLenBefore, F3LvmaxDegBefore, F3LvmaxLenAfter, F3LvmaxDegAfter, F9LvTime, F9LvMemory, F9LvTrials, F9LvTimeA, F9LvMemoryA, F9LvTimeB, F9LvMemory, F9LvmaxLenBefore, F9LvmaxDegBefore, F9LvmaxLenAfter, F9LvmaxDegAfter, F5LvTime, F5LvMemory, F5LvTrials, F5LvTimeA, F5LvMemoryA, F5LvTimeB, F5LvMemory, F5LvmaxLenBefore, F5LvmaxDegBefore, F5LvmaxLenAfter, F5LvmaxDegAfter, F25LvTime, F25LvMemory, F25LvTrials, F25LvTimeA, F25LvMemoryA, F25LvTimeB, F25LvMemory, F25LvmaxLenBefore, F25LvmaxDegBefore, F25LvmaxLenAfter, F25LvmaxDegAfter, F7919LvTime, F7919LvMemory, F7919LvTrials, F7919LvTimeA, F7919LvMemoryA, F7919LvTimeB, F7919LvMemory, F7919LvmaxLenBefore, F7919LvmaxDegBefore, F7919LvmaxLenAfter, F7919LvmaxDegAfter, F62710561LvTime, F62710561LvMemory, F62710561LvTrials, F62710561LvTimeA, F62710561LvMemoryA, F62710561LvTimeB, F62710561LvMemory, F62710561LvmaxLenBefore, F62710561LvmaxDegBefore, F62710561LvmaxLenAfter, F62710561LvmaxDegAfter
45, 45_manifold_lex_d2_n8_o1_g0_11.mrdi, 2, 8, 12, 1, 0, 11, 2, 0.117325257, 13580560, 1, 0.000624182, 2593328, 0.050527049, 3277336, n/a, n/a, n/a, n/a, 1.389809362, 217780064, 109, 0.076116005, 105305008, 0.047515698, 3277160, n/a, n/a, n/a, n/a, 2.747698837, 1360840808, 3, 1.243599363, 1228031056, 0.046711219, 3277160, n/a, n/a, n/a, n/a, 1.394974136, 217779872, 40, 0.076462055, 105305008, 0.047941617, 3277160, n/a, n/a, n/a, n/a, 2.773804073, 1369348568, 3, 1.265060639, 1235320272, 0.047199314, 3277160, n/a, n/a, n/a, n/a, 1.390169179, 217779872, 7, 0.0787046, 105305008, 0.047691166, 3277160, n/a, n/a, n/a, n/a, 2.774195508, 1373401032, 2, 1.227827251, 1237174416, 0.048685353, 3277160, n/a, n/a, n/a, n/a, 1.390962283, 217780416, 1, 0.076418995, 105305008, 0.047858099, 3277160, n/a, n/a, n/a, n/a, 4.466115831, 2530502352, 1, 2.904933162, 2382837056, 0.045300479, 3277160, n/a, n/a, n/a, n/a
46, 46_manifold_lex_d2_n8_o1_g0_12.mrdi, 2, 8, 18, 1, 0, 12, 1, 0.063471678, 8603328, 1, 0.000227427, 887696, 0.001563485, 5736, n/a, n/a, n/a, n/a, 1.313077653, 175708976, 7, 0.043462935, 66505008, 0.001659955, 5720, n/a, n/a, n/a, n/a, 2.034767643, 681323488, 2, 0.579931829, 551830616, 0.001617563, 5720, n/a, n/a, n/a, n/a, 1.315031932, 175708432, 9, 0.043937933, 66505008, 0.001680371, 5720, n/a, n/a, n/a, n/a, 2.0552808, 686593224, 2, 0.594958297, 555892368, 0.001497227, 5720, n/a, n/a, n/a, n/a, 1.307287926, 175708432, 2, 0.046676665, 66505008, 0.00162633, 5720, n/a, n/a, n/a, n/a, 2.0414705, 689087848, 1, 0.582232419, 557601632, 0.001612534, 5720, n/a, n/a, n/a, n/a, 1.321680624, 175708432, 1, 0.045376988, 66505008, 0.001671736, 5720, n/a, n/a, n/a, n/a, 2.67786212, 1148889904, 1, 1.155404822, 1004594464, 0.001525097, 5720, n/a, n/a, n/a, n/a
46, 46_manifold_lex_d2_n8_o1_g0_12.mrdi, 2, 8, 12, 1, 0, 12, 2, 0.109700462, 13581040, 1, 0.00067476, 2593808, 0.047061179, 3277336, n/a, n/a, n/a, n/a, 1.394168204, 217779872, 52, 0.076503521, 105305008, 0.047607277, 3277160, n/a, n/a, n/a, n/a, 2.7779126, 1361687776, 2, 1.268627975, 1228919768, 0.046673489, 3277160, n/a, n/a, n/a, n/a, 1.38511156, 217779872, 19, 0.075347413, 105305008, 0.048074426, 3277160, n/a, n/a, n/a, n/a, 2.753136018, 1370484200, 2, 1.244248671, 1236509568, 0.046429522, 3277160, n/a, n/a, n/a, n/a, 1.397047785, 217779872, 2, 0.075592073, 105305008, 0.047268601, 3277160, n/a, n/a, n/a, n/a, 2.797617185, 1374181056, 2, 1.287327531, 1239434696, 0.04794857, 3277160, n/a, n/a, n/a, n/a, 1.398568769, 217780416, 1, 0.076318184, 105305008, 0.04816193, 3277160, n/a, n/a, n/a, n/a, 4.47243627, 2535630288, 1, 2.909733188, 2388056640, 0.044990213, 3277160, n/a, n/a, n/a, n/a
47, 47_manifold_lex_d2_n8_o1_g0_13.mrdi, 2, 8, 18, 1, 0, 13, 1, 0.062679026, 8603024, 1, 0.000232787, 887008, 0.001470903, 5736, n/a, n/a, n/a, n/a, 1.318266059, 175709360, 7, 0.043571398, 66505744, 0.001672491, 5720, n/a, n/a, n/a, n/a, 2.038560544, 680516240, 1, 0.573473852, 551024424, 0.001506621, 5720, n/a, n/a, n/a, n/a, 1.310924095, 175711616, 2, 0.043792322, 66508192, 0.001695494, 5720, n/a, n/a, n/a, n/a, 2.067343002, 685676512, 1, 0.605621903, 554971848, 0.001548339, 5720, n/a, n/a, n/a, n/a, 1.324924518, 175708432, 2, 0.04496679, 66488080, 0.00165565, 5720, n/a, n/a, n/a, n/a, 2.052485934, 688241768, 1, 0.588117696, 556690432, 0.001493223, 5720, n/a, n/a, n/a, n/a, 1.311829116, 175713824, 1, 0.044171582, 66510400, 0.001630459, 5720, n/a, n/a, n/a, n/a, 2.705268665, 1145840240, 1, 1.230789499, 1002755952, 0.00195211, 5736, n/a, n/a, n/a, n/a
47, 47_manifold_lex_d2_n8_o1_g0_13.mrdi, 2, 8, 12, 1, 0, 13, 2, 0.109350711, 13580896, 1, 0.000617303, 2593664, 0.046845484, 3277336, n/a, n/a, n/a, n/a, 1.377045583, 217780416, 68, 0.064032108, 105305008, 0.047208953, 3277160, n/a, n/a, n/a, n/a, 2.749406414, 1361650000, 1, 1.232182226, 1228815480, 0.046031814, 3277160, n/a, n/a, n/a, n/a, 1.405217946, 217786624, 3, 0.076277911, 105311216, 0.050158735, 3277160, n/a, n/a, n/a, n/a, 2.728295974, 1370712216, 1, 1.22394537, 1236679056, 0.046914702, 3277160, n/a, n/a, n/a, n/a, 1.395777903, 217779872, 7, 0.075355088, 105305008, 0.048025509, 3277160, n/a, n/a, n/a, n/a, 2.745170295, 1375011816, 1, 1.206811993, 1238865376, 0.045967149, 3277160, n/a, n/a, n/a, n/a, 1.39160625, 217779872, 1, 0.076606058, 105305008, 0.047880608, 3277160, n/a, n/a, n/a, n/a, 4.43964909, 2529827648, 1, 2.875429217, 2382165312, 0.046432455, 3277224, n/a, n/a, n/a, n/a
48, 48_manifold_lex_d2_n8_o1_g0_14.mrdi, 2, 8, 18, 1, 0, 14, 1, 0.066417001, 8603776, 1, 0.000261801, 887968, 0.001804132, 5720, n/a, n/a, n/a, n/a, 1.314689014, 175708624, 7, 0.044152943, 66505008, 0.001677794, 5720, n/a, n/a, n/a, n/a, 2.068451951, 681138680, 1, 0.595269389, 551616080, 0.001712572, 5720, n/a, n/a, n/a, n/a, 1.317839147, 175708624, 2, 0.044970615, 66505008, 0.001660493, 5720, n/a, n/a, n/a, n/a, 2.0504288, 686344944, 1, 0.585068903, 555669128, 0.00158929, 5720, n/a, n/a, n/a, n/a, 1.316316032, 175708432, 1, 0.046445189, 66505008, 0.001712541, 5720, n/a, n/a, n/a, n/a, 2.042597645, 689337592, 1, 0.530382226, 556487824, 0.001683881, 5720, n/a, n/a, n/a, n/a, 1.310818081, 175711424, 1, 0.044819057, 66507456, 0.0016618, 5720, n/a, n/a, n/a, n/a, 2.721639005, 1148957424, 1, 1.197016443, 1004621984, 0.001625412, 5720, n/a, n/a, n/a, n/a
48, 48_manifold_lex_d2_n8_o1_g0_14.mrdi, 2, 8, 12, 1, 0, 14, 2, 0.11024859, 13580856, 1, 0.000638008, 2593592, 0.047471745, 3277336, n/a, n/a, n/a, n/a, 1.377284544, 217781536, 44, 0.061902693, 105306416, 0.047330681, 3277160, n/a, n/a, n/a, n/a, 2.753927222, 1362133968, 1, 1.248584361, 1229371000, 0.047198802, 3277160, n/a, n/a, n/a, n/a, 1.396119716, 217781904, 6, 0.07612505, 105307040, 0.047847, 3277160, n/a, n/a, n/a, n/a, 2.738671185, 1371331960, 1, 1.233918903, 1237297952, 0.047191721, 3277160, n/a, n/a, n/a, n/a, 1.392897985, 217780848, 1, 0.077308432, 105305984, 0.047837063, 3277160, n/a, n/a, n/a, n/a, 2.750590507, 1375272120, 1, 1.240010768, 1240476880, 0.048422502, 3277160, n/a, n/a, n/a, n/a, 1.390225127, 217787024, 1, 0.077297829, 105312160, 0.047767552, 3277160, n/a, n/a, n/a, n/a, 4.452126975, 2537456272, 1, 2.897844022, 2389786032, 0.044468009, 3277160, n/a, n/a, n/a, n/a
49, 49_manifold_lex_d2_n8_o1_g1_01.mrdi, 2, 8, 24, 1, 1, 01, 1, 0.22501981, 26026720, 1, 0.000260218, 1180560, 0.163308214, 17136264, 2, 2, 6, 3, 1.482268259, 221104624, 7, 0.053629895, 95168016, 0.166909164, 16738904, 2, 2, 6, 3, 2.362650423, 888896280, 2, 0.705463913, 741235664, 0.162224767, 16713304, 2, 2, 6, 3, 1.484548165, 213033552, 2, 0.04948881, 87097008, 0.166668419, 16738648, 2, 2, 6, 3, 2.404933416, 894597536, 1, 0.787938373, 747127336, 0.163305566, 16715448, 2, 2, 6, 3, 1.508200915, 213118016, 1, 0.049395044, 87097008, 0.189758954, 16823304, 2, 2, 6, 3, 2.364500949, 897793464, 1, 0.707188825, 748127920, 0.163295383, 16713352, 2, 2, 6, 3, 1.499429853, 213032528, 1, 0.050004741, 87097008, 0.18288648, 16737816, 2, 2, 6, 3, 3.232469215, 1502436992, 1, 1.556462267, 1341336560, 0.155650692, 16712552, 2, 2, 6, 3
49, 49_manifold_lex_d2_n8_o1_g1_01.mrdi, 2, 8, 16, 1, 1, 01, 2, 3.412610847, 1835299328, 1, 0.000940175, 3450160, 3.347240584, 1824138888, 6, 3, 5179, 20, 592.849658983, 10596610288, 52, 0.089471953, 136857008, 591.490096606, 10350555576, 6, 3, 4818, 20, 593.904031607, 12111650784, 2, 1.565652281, 1626369312, 590.885161175, 10355702544, 6, 3, 4818, 20, 49.176145648, 8502411928, 3, 0.072873819, 136840080, 47.839143781, 8256357024, 6, 3, 5169, 20, 51.021127992, 10026156608, 1, 1.611851013, 1634568640, 47.954992709, 8260826880, 6, 3, 5169, 20, 34.692113707, 6019035888, 1, 0.09247944, 136857008, 33.329375334, 5772981176, 6, 3, 5179, 20, 36.19208616, 7544207488, 1, 1.580592508, 1637572112, 33.157267951, 5775068832, 6, 3, 5179, 20, 8.119380145, 2488408840, 1, 0.092051392, 136840080, 6.748065258, 2242354128, 6, 3, 5179, 20, 11.887469188, 5529367816, 1, 3.781714392, 3161852144, 6.595125086, 2223135840, 6, 3, 5179, 20
50, 50_manifold_lex_d2_n8_o1_g1_02.mrdi, 2, 8, 24, 1, 1, 02, 1, 0.221997284, 16427856, 1, 0.000261561, 1180656, 0.147276048, 7520376, n/a, n/a, n/a, n/a, 1.47607331, 211883456, 4, 0.06283776, 95165008, 0.146372441, 7520200, n/a, n/a, n/a, n/a, 2.355610957, 881413384, 1, 0.721577394, 742946288, 0.146907147, 7520200, n/a, n/a, n/a, n/a, 1.484621122, 203814912, 3, 0.06052753, 87097008, 0.15054154, 7520200, n/a, n/a, n/a, n/a, 2.390173006, 887552104, 1, 0.786327101, 749277568, 0.145285291, 7520200, n/a, n/a, n/a, n/a, 1.46084777, 203814912, 1, 0.049696271, 87097008, 0.146341317, 7520200, n/a, n/a, n/a, n/a, 2.355777945, 890808840, 1, 0.715158485, 750537472, 0.144824439, 7520200, n/a, n/a, n/a, n/a, 1.46828337, 203814912, 1, 0.049938296, 87097008, 0.145374392, 7520200, n/a, n/a, n/a, n/a, 3.205309447, 1500697968, 1, 1.560698043, 1348782528, 0.138531385, 7520200, n/a, n/a, n/a, n/a
50, 50_manifold_lex_d2_n8_o1_g1_02.mrdi, 2, 8, 16, 1, 1, 02, 2, 166.280380532, 60910806216, 1, 0.001087952, 3452416, 166.216905605, 60899643904, 6, 3, 115992, 22, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, 1763.694710678, 72707329944, 1, 0.092703636, 136857568, 1762.361825427, 72461274672, 6, 3, 115992, 22, 1767.520642207, 75789421888, 1, 4.13708743, 3189875008, 1761.911814913, 72456417176, 6, 3, 115992, 22
51, 51_manifold_lex_d2_n8_o1_g1_03.mrdi, 2, 8, 24, 1, 1, 03, 1, 0.211501438, 16410304, 1, 0.000317436, 1180016, 0.148271621, 7520392, n/a, n/a, n/a, n/a, 1.475953381, 211882912, 1, 0.063895746, 95165008, 0.143543978, 7520200, n/a, n/a, n/a, n/a, 2.427340643, 879793976, 1, 0.802767957, 742673904, 0.146199682, 7520200, n/a, n/a, n/a, n/a, 1.484921383, 203821360, 5, 0.061073189, 87103456, 0.150669041, 7520200, n/a, n/a, n/a, n/a, 2.421053653, 885995920, 1, 0.814917912, 747741304, 0.148389483, 7520200, n/a, n/a, n/a, n/a, 1.467591407, 203814912, 1, 0.049646532, 87097008, 0.147683687, 7520200, n/a, n/a, n/a, n/a, 2.368385921, 889345552, 1, 0.730679084, 748869768, 0.143166971, 7520200, n/a, n/a, n/a, n/a, 1.477003483, 203822912, 1, 0.063114449, 87105008, 0.148866919, 7520200, n/a, n/a, n/a, n/a, 3.208293406, 1495728528, 1, 1.558901177, 1343818784, 0.13933584, 7520200, n/a, n/a, n/a, n/a
51, 51_manifold_lex_d2_n8_o1_g1_03.mrdi, 2, 8, 16, 1, 1, 03, 2, 17.286680733, 12326416984, 1, 0.000920488, 3450832, 17.223210295, 12315256256, 6, 3, 20293, 18, 1497.685408028, 39405963000, 7, 0.086616231, 136857008, 1496.328440972, 39159908288, 6, 3, 17480, 18, 1499.38198018, 40913809232, 6, 1.56187492, 1628016904, 1496.36679857, 39156229304, 6, 3, 17480, 18, 1149.318894362, 35379772744, 3, 0.093684205, 136865008, 1147.958160947, 35133710032, 6, 3, 20077, 18, 1150.585395322, 36906539712, 1, 1.537962481, 1635976656, 1147.556560822, 35138421712, 6, 3, 20077, 18, 711.069767472, 24007431440, 1, 0.09390953, 136857008, 709.716396789, 23761376728, 6, 3, 20293, 18, 712.410611496, 25536081664, 1, 1.548045907, 1640430176, 709.43203582, 23764097376, 6, 3, 20293, 18, 20.457610263, 11953862888, 1, 0.091601493, 136857008, 19.110783664, 11707808176, 6, 3, 20293, 18, 24.308837325, 14992835408, 1, 4.038427824, 3177554528, 18.774330988, 11670888120, 6, 3, 20293, 18
52, 52_manifold_lex_d2_n8_o1_g1_04.mrdi, 2, 8, 24, 1, 1, 04, 1, 0.210308234, 16410528, 1, 0.000288271, 1180240, 0.148431958, 7520392, n/a, n/a, n/a, n/a, 1.482777388, 211883104, 1, 0.065073397, 95165008, 0.148908621, 7520200, n/a, n/a, n/a, n/a, 2.350499474, 880694544, 1, 0.750878026, 743589928, 0.147906221, 7520200, n/a, n/a, n/a, n/a, 1.473435975, 203814912, 1, 0.060548856, 87097008, 0.147143991, 7520200, n/a, n/a, n/a, n/a, 2.351465263, 887254272, 1, 0.731970904, 749012872, 0.142607649, 7520200, n/a, n/a, n/a, n/a, 1.468104239, 203814912, 2, 0.050317386, 87097008, 0.146720296, 7520200, n/a, n/a, n/a, n/a, 2.400626185, 890304432, 1, 0.791733637, 751262408, 0.146339312, 7520200, n/a, n/a, n/a, n/a, 1.474596155, 203815104, 1, 0.062672452, 87097008, 0.147337716, 7520200, n/a, n/a, n/a, n/a, 3.189744534, 1499357264, 1, 1.537633812, 1347449072, 0.1371458, 7520200, n/a, n/a, n/a, n/a
52, 52_manifold_lex_d2_n8_o1_g1_04.mrdi, 2, 8, 16, 1, 1, 04, 2, 687.317048575, 258089322888, 1, 0.001049429, 3450672, 687.255046873, 258078162320, 6, 3, 157404, 22, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot
53, 53_manifold_lex_d2_n8_o1_g1_05.mrdi, 2, 8, 24, 1, 1, 05, 1, 0.207754869, 16410240, 1, 0.000277581, 1179760, 0.145444564, 7520392, n/a, n/a, n/a, n/a, 1.536576101, 211882912, 1, 0.046024332, 95148080, 0.147837396, 7520200, n/a, n/a, n/a, n/a, 2.41750739, 881757952, 3, 0.807503998, 744671672, 0.145144396, 7520200, n/a, n/a, n/a, n/a, 1.469860366, 203814912, 1, 0.060698892, 87097008, 0.146164288, 7520200, n/a, n/a, n/a, n/a, 2.397318604, 888476112, 1, 0.780435146, 750169736, 0.148396308, 7520200, n/a, n/a, n/a, n/a, 1.47359821, 203814912, 3, 0.059583002, 87097008, 0.147831949, 7520200, n/a, n/a, n/a, n/a, 2.363822928, 891896792, 1, 0.709679241, 751572384, 0.143293063, 7520200, n/a, n/a, n/a, n/a, 1.484737841, 203815456, 1, 0.06605776, 87097008, 0.151821625, 7520200, n/a, n/a, n/a, n/a, 3.195254114, 1504443296, 1, 1.550073623, 1352584224, 0.136610983, 7520200, n/a, n/a, n/a, n/a
53, 53_manifold_lex_d2_n8_o1_g1_05.mrdi, 2, 8, 16, 1, 1, 05, 2, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom
54, 54_manifold_lex_d2_n8_o1_g1_06.mrdi, 2, 8, 24, 1, 1, 06, 1, 0.20860078, 16410656, 1, 0.00030864, 1180368, 0.144724696, 7520392, n/a, n/a, n/a, n/a, 1.689119779, 211883456, 3, 0.255138081, 95148080, 0.146078516, 7520200, n/a, n/a, n/a, n/a, 2.43543752, 880374240, 1, 0.805959602, 743254584, 0.146672922, 7520200, n/a, n/a, n/a, n/a, 1.480444158, 203816576, 3, 0.040121322, 87081744, 0.144176227, 7520200, n/a, n/a, n/a, n/a, 2.344737352, 886839992, 1, 0.725457842, 748536528, 0.1446375, 7520200, n/a, n/a, n/a, n/a, 1.459994081, 203814912, 3, 0.041687715, 87080080, 0.14498898, 7520200, n/a, n/a, n/a, n/a, 2.330308523, 890306368, 1, 0.691551269, 749811560, 0.143345996, 7520200, n/a, n/a, n/a, n/a, 1.486502591, 203814912, 1, 0.06494124, 87097008, 0.151740291, 7520200, n/a, n/a, n/a, n/a, 3.161183901, 1497706960, 1, 1.513472988, 1345888736, 0.137900347, 7520200, n/a, n/a, n/a, n/a
54, 54_manifold_lex_d2_n8_o1_g1_06.mrdi, 2, 8, 16, 1, 1, 06, 2, 125.170644386, 58324330160, 1, 0.000930176, 3450328, 125.107738656, 58313169936, 6, 3, 59228, 19, 376.564713218, 34273283088, 41, 0.082543801, 136840080, 375.214798189, 34027228376, 6, 3, 47050, 19, 378.426733188, 35786841224, 3, 1.539707122, 1629193936, 375.413496593, 34028090296, 6, 3, 47050, 19, 377.90903002, 54875902200, 3, 0.088734765, 136840080, 376.564100239, 54629847488, 6, 3, 58471, 19, 380.34347354, 56399786616, 1, 1.554835646, 1638685376, 377.325865354, 54630330280, 6, 3, 58471, 19, 448.510291387, 59489650552, 3, 0.077402272, 136840080, 447.142330175, 59243595104, 6, 3, 59223, 19, 449.458197452, 61017396768, 1, 1.561552876, 1642516784, 446.438559159, 59243352752, 6, 3, 59223, 19, 129.55073975, 58787779952, 1, 0.09102016, 136857008, 128.214101103, 58541724696, 6, 3, 59228, 19, 133.942465262, 61867977992, 1, 4.06434198, 3183367408, 128.372196727, 58540226640, 6, 3, 59228, 19
55, 55_manifold_lex_d2_n8_o1_g1_07.mrdi, 2, 8, 24, 1, 1, 07, 1, 0.207061714, 16410416, 1, 0.0002828, 1180128, 0.145597671, 7520392, n/a, n/a, n/a, n/a, 1.478674853, 211882912, 1, 0.058744811, 95148080, 0.148035404, 7520200, n/a, n/a, n/a, n/a, 2.373245599, 881318096, 1, 0.732127549, 742867256, 0.148610453, 7520200, n/a, n/a, n/a, n/a, 1.465656904, 203814912, 1, 0.058960937, 87097008, 0.144863965, 7520200, n/a, n/a, n/a, n/a, 2.376858422, 887524008, 1, 0.783868574, 749249152, 0.143427219, 7520200, n/a, n/a, n/a, n/a, 1.467658663, 203814912, 1, 0.061731716, 87097008, 0.146692636, 7520200, n/a, n/a, n/a, n/a, 2.358389219, 891035352, 1, 0.720548027, 750556896, 0.143035043, 7520200, n/a, n/a, n/a, n/a, 1.479034072, 203814912, 1, 0.06383972, 87097008, 0.149158159, 7520200, n/a, n/a, n/a, n/a, 3.153000448, 1500818688, 1, 1.51607462, 1348959824, 0.137272589, 7520200, n/a, n/a, n/a, n/a
55, 55_manifold_lex_d2_n8_o1_g1_07.mrdi, 2, 8, 16, 1, 1, 07, 2, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oot, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom, oom
